file_path,label
100/seg00001.npy,0
100/seg00002.npy,0
100/seg00003.npy,0
100/seg00004.npy,0
100/seg00005.npy,0
100/seg00006.npy,0
100/seg00007.npy,0
100/seg00008.npy,1
100/seg00009.npy,0
100/seg00010.npy,0
100/seg00011.npy,0
100/seg00012.npy,0
100/seg00013.npy,0
100/seg00014.npy,0
100/seg00015.npy,0
100/seg00016.npy,0
100/seg00017.npy,0
100/seg00018.npy,0
100/seg00019.npy,0
100/seg00020.npy,0
100/seg00021.npy,0
100/seg00022.npy,0
100/seg00023.npy,0
100/seg00024.npy,0
100/seg00025.npy,0
100/seg00026.npy,0
100/seg00027.npy,0
100/seg00028.npy,0
100/seg00029.npy,0
100/seg00030.npy,0
100/seg00031.npy,0
100/seg00032.npy,0
100/seg00033.npy,0
100/seg00034.npy,0
100/seg00035.npy,0
100/seg00036.npy,0
100/seg00037.npy,0
100/seg00038.npy,0
100/seg00039.npy,0
100/seg00040.npy,0
100/seg00041.npy,0
100/seg00042.npy,0
100/seg00043.npy,0
100/seg00044.npy,0
100/seg00045.npy,0
100/seg00046.npy,0
100/seg00047.npy,0
100/seg00048.npy,0
100/seg00049.npy,0
100/seg00050.npy,0
100/seg00051.npy,0
100/seg00052.npy,0
100/seg00053.npy,0
100/seg00054.npy,0
100/seg00055.npy,0
100/seg00056.npy,0
100/seg00057.npy,0
100/seg00058.npy,0
100/seg00059.npy,0
100/seg00060.npy,0
100/seg00061.npy,0
100/seg00062.npy,0
100/seg00063.npy,0
100/seg00064.npy,0
100/seg00065.npy,0
100/seg00066.npy,0
100/seg00067.npy,0
100/seg00068.npy,0
100/seg00069.npy,0
100/seg00070.npy,0
100/seg00071.npy,0
100/seg00072.npy,0
100/seg00073.npy,0
100/seg00074.npy,0
100/seg00075.npy,0
100/seg00076.npy,0
100/seg00077.npy,0
100/seg00078.npy,0
100/seg00079.npy,0
100/seg00080.npy,0
100/seg00081.npy,0
100/seg00082.npy,0
100/seg00083.npy,0
100/seg00084.npy,0
100/seg00085.npy,0
100/seg00086.npy,0
100/seg00087.npy,0
100/seg00088.npy,0
100/seg00089.npy,0
100/seg00090.npy,0
100/seg00091.npy,0
100/seg00092.npy,0
100/seg00093.npy,0
100/seg00094.npy,0
100/seg00095.npy,0
100/seg00096.npy,0
100/seg00097.npy,0
100/seg00098.npy,0
100/seg00099.npy,0
100/seg00100.npy,0
100/seg00101.npy,0
100/seg00102.npy,0
100/seg00103.npy,0
100/seg00104.npy,0
100/seg00105.npy,0
100/seg00106.npy,0
100/seg00107.npy,0
100/seg00108.npy,0
100/seg00109.npy,0
100/seg00110.npy,0
100/seg00111.npy,0
100/seg00112.npy,0
100/seg00113.npy,0
100/seg00114.npy,0
100/seg00115.npy,0
100/seg00116.npy,0
100/seg00117.npy,0
100/seg00118.npy,0
100/seg00119.npy,0
100/seg00120.npy,0
100/seg00121.npy,0
100/seg00122.npy,0
100/seg00123.npy,0
100/seg00124.npy,0
100/seg00125.npy,0
100/seg00126.npy,0
100/seg00127.npy,0
100/seg00128.npy,0
100/seg00129.npy,0
100/seg00130.npy,0
100/seg00131.npy,0
100/seg00132.npy,0
100/seg00133.npy,0
100/seg00134.npy,0
100/seg00135.npy,0
100/seg00136.npy,0
100/seg00137.npy,0
100/seg00138.npy,0
100/seg00139.npy,0
100/seg00140.npy,0
100/seg00141.npy,0
100/seg00142.npy,0
100/seg00143.npy,0
100/seg00144.npy,0
100/seg00145.npy,0
100/seg00146.npy,0
100/seg00147.npy,0
100/seg00148.npy,0
100/seg00149.npy,0
